DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Irbesartan + Hidroclorotiazida;Irbesartan / Hidroclorotiazida Teva;Comprimido revestido por película;300 mg + 25 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Irbesartan Hydrochlorothiazide Zentiva;Comprimido;150 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Irbesartan Hydrochlorothiazide Zentiva;Comprimido;300 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Irbesartan Hydrochlorothiazide Zentiva;Comprimido revestido por película;150 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Irbesartan Hydrochlorothiazide Zentiva;Comprimido revestido por película;300 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Irbesartan Hydrochlorothiazide Zentiva;Comprimido revestido por película;300 mg + 25 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Karvezide;Comprimido;150 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Karvezide;Comprimido;300 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Karvezide;Comprimido revestido por película;150 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Karvezide;Comprimido revestido por película;300 mg + 12.5 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Karvezide;Comprimido revestido por película;300 mg + 25 mg;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Irbesartan + Hidroclorotiazida;Lartokaz;Comprimido;150 mg + 12.5 mg;Autorizado;S;Laboratorios Liconsa S.A.;50
Irbesartan + Hidroclorotiazida;Lartokaz;Comprimido;300 mg + 12.5 mg;Autorizado;S;Laboratorios Liconsa S.A.;50
Irbesartan + Hidroclorotiazida;Lartokaz;Comprimido;300 mg + 25 mg;Autorizado;S;Laboratorios Liconsa S.A.;50
Irinotecano;Faultenocan;Concentrado para solução para perfusão;20 mg/ml;Autorizado;S;Hospira Portugal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Actavis;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Actavis Group hf.;50
Irinotecano;Irinotecano Actavis;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Actavis Group hf.;50
Irinotecano;Irinotecano Actavis;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Actavis Group hf.;50
Irinotecano;Irinotecano Actavis;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Actavis Group hf.;50
Irinotecano;Irinotecano Axton;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Solufarma - Produtos Farmacêuticos Unipessoal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Axton;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Solufarma - Produtos Farmacêuticos Unipessoal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Azevedos;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Irinotecano;Irinotecano Azevedos;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Irinotecano;Irinotecano Basi;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Irinotecano;Irinotecano Basi;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Irinotecano;Irinotecano Ciclum;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Ciclum;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Ciclum;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Color;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Color Pharma, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Color;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Color Pharma, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Farmoz;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Irinotecano;Irinotecano Farmoz;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Irinotecano;Irinotecano Fresenius;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Fresenius;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Fresenius;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Fresenius;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano GP-Pharm;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano GP-Pharm;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano GP-Pharm;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano GP-Pharm;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano Hetero;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Hetero Europe, S.L.;50,,,,,,,,
Irinotecano;Irinotecano Hetero;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Hetero Europe, S.L.;50,,,,,,,,
Irinotecano;Irinotecano Hikma;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50,,,,,,,,
Irinotecano;Irinotecano Hikma;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50,,,,,,,,
Irinotecano;Irinotecano Hikma;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50,,,,,,,,
Irinotecano;Irinotecano Hikma;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.;50,,,,,,,,
Irinotecano;Irinotecano Kabi;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Kabi;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Kabi;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Kabi;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Fresenius Kabi Oncology Plc.;50
Irinotecano;Irinotecano Lavineli;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano Lavineli;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;GP-Pharm S.A.;50
Irinotecano;Irinotecano Mylan;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Mylan;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Mylan;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Mylan;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Sandoz;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Sandoz;Concentrado para solução para perfusão;150 mg/7.5 ml;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Sandoz;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Sandoz;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Sandoz;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Stada;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Stada, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Stada;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;Stada, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Stada;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Stada, Lda.;50,,,,,,,,
Irinotecano;Irinotecano Stada;Concentrado para solução para perfusão;500 mg/25 ml;Autorizado;S;Stada, Lda.;50,,,,,,,,
Irinotecano;Irinotecano medac;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;   Medac Gesellschalft fur Klinische Spezialpraparate GmbH;50
Irinotecano;Irinotecano medac;Concentrado para solução para perfusão;300 mg/15 ml;Autorizado;S;   Medac Gesellschalft fur Klinische Spezialpraparate GmbH;50
Irinotecano;Irinotecano medac;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;   Medac Gesellschalft fur Klinische Spezialpraparate GmbH;50
Irinotecano;Iritec;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Vianex, S.A.;50,,,,,,,,
Irinotecano;Iritec;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Vianex, S.A.;50,,,,,,,,
Irinotecano;Nacetomilax;Concentrado para solução para perfusão;100 mg/5 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Irinotecano;Nacetomilax;Concentrado para solução para perfusão;40 mg/2 ml;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Isavuconazol;Cresemba;Cápsula;100 mg;Autorizado;N;Basilea Medical Ltd.;50
Isavuconazol;Cresemba;Pó para concentrado para solução para perfusão;200 mg;Autorizado;N;Basilea Medical Ltd.;50
Isoconazol;Bescil;Creme vaginal;10 mg/g;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Isoconazol;Gino-Travogen;Creme vaginal;10 mg/g;Autorizado;N;Bayer Portugal, S.A.;50,,,,,,,,
Isoconazol;Isoconazol Aristo;Creme vaginal;10 mg/g;Autorizado;S;Aristo Pharma Iberia, SL;50,,,,,,,,
Isoflurano;Forene;Líquido para inalação por vaporização;100%;Autorizado;N;Abbvie, Lda.;50,,,,,,,,
Isoniazida;Isoniazida Labesfal;Comprimido;300 mg;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoniazida;Isoniazida Labesfal;Comprimido;50 mg;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoniazida;Isoniazida Labesfal;Solução injetável;100 mg/ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoniazida + Pirazinamida + Rifampicina;Rifater;Comprimido revestido;50 mg + 300 mg + 120 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Isoniazida + Rifampicina;Rifinah;Comprimido revestido;100 mg + 150 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Isoniazida + Rifampicina;Rifinah;Comprimido revestido;150 mg + 300 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Isoprenalina;Isoprenalina Labesfal;Solução injetável;0.1 mg/1 ml;Autorizado;N;   Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoprenalina;Isoprenalina Labesfal;Solução injetável;0.2 mg/1 ml;Autorizado;N;   Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoprenalina;Isoprenalina Labesfal;Solução injetável;1 mg/1 ml;Autorizado;N;   Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoprenalina;Isoprenalina Labesfal;Solução injetável;2 mg/1 ml;Autorizado;N;   Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isoprenalina;Isoprenalina Labesfal;Solução injetável;2 mg/2 ml;Autorizado;N;   Labesfal - Laboratórios Almiro, S.A.;50,,,,,,,,
Isotretinoína;Isoprotil;Cápsula;16 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Isotretinoína;Isoprotil;Cápsula;8 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Isotretinoína;Isotretinoína Actavis;Cápsula mole;10 mg;Autorizado;S;Actavis A/S Sucursal;50
Isotretinoína;Isotretinoína Actavis;Cápsula mole;20 mg;Autorizado;S;Actavis A/S Sucursal;50
Isotretinoína;Isotretinoína Generis;Cápsula mole;10 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Isotretinoína;Isotretinoína Generis;Cápsula mole;20 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Isotretinoína;Isotretinoína Mer;Cápsula mole;10 mg;Autorizado;S;Axone, Lda.;50,,,,,,,,
Isotretinoína;Isotretinoína Mer;Cápsula mole;20 mg;Autorizado;S;Axone, Lda.;50,,,,,,,,
Isotretinoína;Isotretinoína Orotrex;Cápsula mole;10 mg;Autorizado;S;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Isotretinoína;Isotretinoína Orotrex;Cápsula mole;20 mg;Autorizado;S;Laboratório Medinfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Isotretinoína;Isotretinoína Pierre Fabre;Cápsula mole;5 mg;Autorizado;N;Pierre Fabre Dermo-Cosmétique Portugal, Lda.;50,,,,,,,,
Isotretinoína;Isotretinoína Pierre Fabre 10 mg Cápsulas moles;Cápsula mole;10 mg;Autorizado;S;Pierre Fabre Dermo-Cosmétique Portugal, Lda.;50,,,,,,,,
Isotretinoína;Isotretinoína Pierre Fabre 20 mg Cápsulas moles;Cápsula mole;20 mg;Autorizado;S;Pierre Fabre Dermo-Cosmétique Portugal, Lda.;50,,,,,,,,
Isotretinoína;Isotrex;Gel;0.5 mg/g;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.;50,,,,,,,,
Ispagula (tegumento) + Ispagula (semente);Agiocur;Granulado;22 mg/g + 650 mg/g;Autorizado;N;Neo-Farmacêutica, S.A.;50,,,,,,,,
Isradipina;Dilatol Sro;Cápsula de libertação prolongada;5 mg;Autorizado;N;Jaba Recordati, S. A.;50,,,,,,,,
Isradipina;Lomir;Comprimido;2.5 mg;Autorizado;N;Daiichi Sankyo Portugal,Lda.;50,,,,,,,,
Isradipina;Lomir Sro;Cápsula de libertação prolongada;5 mg;Autorizado;N;Daiichi Sankyo Portugal,Lda.;50,,,,,,,,
Itraconazol;Itraconazol Actavis;Cápsula;100 mg;Autorizado;S;Actavis A/S Sucursal;50
Itraconazol;Itraconazol Alter 100 mg Cápsulas;Cápsula;100 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Itraconazol;Itraconazol Combino;Concentrado e solvente para solução para perfusão;10 mg/ml;Autorizado;S;Accord Healthcare Limited;50
Itraconazol;Itraconazol Fungizol;Cápsula;100 mg;Autorizado;S;Universal Farma, S.L.;50,,,,,,,,
Itraconazol;Itraconazol Generis 100 mg Cápsulas;Cápsula;100 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Itraconazol;Itraconazol Germed 100 mg Cápsulas;Cápsula;100 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Itraconazol;Itraconazol Itracic 100 mg Cápsulas;Cápsula;100 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Itraconazol;Itraconazol Mylan;Cápsula;100 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Itraconazol;Itraconazol Ratiopharm 100 mg Cápsulas;Cápsula;100 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Itraconazol;Itraconazol Sandoz;Cápsula;100 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Itraconazol;Itraconazol ToLife;Cápsula;100 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Itraconazol;Itraconazol Unisens;Cápsula;100 mg;Autorizado;S;Universal Farma, S.L.;50,,,,,,,,
Itraconazol;Sporanox;Cápsula;100 mg;Autorizado;N;Janssen Farmacêutica Portugal, Lda.;50,,,,,,,,
Itraconazol;Sporanox;Solução oral;10 mg/ml;Autorizado;N;Janssen Farmacêutica Portugal, Lda.;50,,,,,,,,
Itraconazol;Sporanox IV;Concentrado e solvente para solução para perfusão;10 mg/ml;Autorizado;N;Janssen Farmacêutica Portugal, Lda.;50,,,,,,,,
Ivabradina;Corlentor;Comprimido revestido por película;5 mg;Autorizado;N;   Les Laboratoires Servier;50
Ivabradina;Corlentor;Comprimido revestido por película;7.5 mg;Autorizado;N;   Les Laboratoires Servier;50
Ivabradina;Ivabradina Anpharm;Comprimido revestido por película;5 mg;Autorizado;N;Anpharm Przedsiebiorstwo Farmaceutyczne S.A.;50
Ivabradina;Ivabradina Anpharm;Comprimido revestido por película;7.5 mg;Autorizado;N;Anpharm Przedsiebiorstwo Farmaceutyczne S.A.;50
Ivabradina;Procoralan;Comprimido revestido por película;5 mg;Autorizado;N;   Les Laboratoires Servier;50
Ivabradina;Procoralan;Comprimido revestido por película;7.5 mg;Autorizado;N;   Les Laboratoires Servier;50
Ivacaftor;Kalydeco;Comprimido revestido por película;150 mg;Autorizado;N;Vertex Pharmaceuticals (U.K.) Limited;50
Ivermectina;Soolantra;Creme;10 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal;50
Lacidipina;Lacidipina Generis;Comprimido revestido por película;2 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lacidipina;Lacidipina Generis;Comprimido revestido por película;4 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lacidipina;Lacipil;Comprimido revestido por película;4 mg;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Lacidipina;Lacipil;Comprimido revestido por película;6 mg;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Lacidipina;Tens;Comprimido revestido por película;2 mg;Autorizado;N;Unilfarma - União Internacional Laboratórios Farmacêuticos, Lda.;50,,,,,,,,
Lacidipina;Tens;Comprimido revestido por película;4 mg;Autorizado;N;Unilfarma - União Internacional Laboratórios Farmacêuticos, Lda.;50,,,,,,,,
Lacosamida;Vimpat;Comprimido revestido por película;100 mg;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Comprimido revestido por película;150 mg;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Comprimido revestido por película;200 mg;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Comprimido revestido por película;50 mg;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Comprimido revestido por película;Combinação;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Solução para perfusão;10 mg/ml;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lacosamida;Vimpat;Xarope;10 mg/ml;Autorizado;N;UCB Pharma, S.A.;50,,,,,,,,
Lactato de magnésio;Magnespasmil;Comprimido;500 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lactitol;Importal;Pó para solução oral;10 g;Autorizado;N;Angelini Farmacêutica, Lda.;50,,,,,,,,
Lactobacillus acidophilus;Lacteol;Cápsula;5000 M.U.;Autorizado;N;Alfa Wassermann - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lactobacillus casei;Antibiophilus;Cápsula;250 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lactobacillus casei;Antibiophilus;Pó para suspensão oral;1500 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lactulose;Colsanac;Xarope;10 g/15 ml;Autorizado;N;Pierre Fabre Médicament Portugal, Lda.;50,,,,,,,,
Lactulose;Duphalac;Xarope;667 mg/ml;Autorizado;N;BGP Products, Unipessoal Lda.;50,,,,,,,,
Lactulose;Lactulose Generis 666,7 mg/ml Xarope;Xarope;666.7 mg/ml;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,
Lactulose;Lactulose Resolution;Solução oral;660 mg/ml;Autorizado;S;Resolution Chemicals Limited;50
Lactulose;Lactulose Sandoz;Solução oral;670 mg/ml;Autorizado;N;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Lactulose;Laevolac;Xarope;10 g/15 ml;Autorizado;N;Ferraz Lynce, S.A.;50,,,,,,,,
Lactulose;Laevolac;Xarope;666.7 mg/ml;Autorizado;N;Ferraz Lynce, S.A.;50,,,,,,,,
Lactulose;Laevolac Ameixa;Xarope;10 g/15 ml;Autorizado;N;Ferraz Lynce, S.A.;50,,,,,,,,
Lactulose;Laevolac Ameixa;Xarope;666.7 mg/ml;Autorizado;N;Ferraz Lynce, S.A.;50,,,,,,,,
Lactulose;Perphyl;Xarope;667 mg/ml;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lactulose + Parafina líquida + Vaselina branca;Melaxose;Pasta oral;Associação;Autorizado;N;Pharmasearch Ltd.;50
Lamivudina;Epivir;Comprimido revestido por película;150 mg;Autorizado;N;ViiV Healthcare UK Ltd.;50
Lamivudina;Epivir;Comprimido revestido por película;300 mg;Autorizado;N;ViiV Healthcare UK Ltd.;50
Lamivudina;Epivir;Solução oral;10 mg/ml;Autorizado;N;ViiV Healthcare UK Ltd.;50
Lamivudina;Lamivudina Aurobindo;Comprimido revestido por película;150 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamivudina;Lamivudina Aurobindo;Comprimido revestido por película;300 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamivudina;Lamivudina Aurovitas;Comprimido revestido por película;150 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamivudina;Lamivudina Aurovitas;Comprimido revestido por película;300 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamivudina;Lamivudina Farmoz;Comprimido revestido por película;100 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lamivudina;Lamivudina Farmoz;Comprimido revestido por película;150 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lamivudina;Lamivudina Farmoz;Comprimido revestido por película;300 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lamivudina;Lamivudina Mylan;Comprimido revestido por película;150 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamivudina;Lamivudina Mylan;Comprimido revestido por película;300 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamivudina;Lamivudina NORMON;Comprimido revestido por película;150 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Lamivudina;Lamivudina NORMON;Comprimido revestido por película;300 mg;Autorizado;S;Laboratórios Normon, S.A.;50,,,,,,,,
Lamivudina;Lamivudina Teva;Comprimido revestido por película;100 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Lamivudina;Lamivudina Teva Pharma B.V.;Comprimido revestido por película;150 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Lamivudina;Lamivudina Teva Pharma B.V.;Comprimido revestido por película;300 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Lamivudina;Zeffix;Comprimido revestido;100 mg;Autorizado;N;Glaxo Group Limited;50
Lamivudina;Zeffix;Solução oral;5 mg/ml;Autorizado;N;Glaxo Group Limited;50
Lamivudina + Raltegravir;Dutrebis;Comprimido revestido por película;150 mg/300 mg;Autorizado;N;Merck Sharp & Dohme, Ltd.;50,,,,,,,,
Lamivudina + Zidovudina;Combivir;Comprimido revestido por película;150 mg + 300 mg;Autorizado;N;ViiV Healthcare UK Ltd.;50
Lamivudina + Zidovudina;Lamivudina + Zidovudina Accord;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Accord Healthcare Limited;50
Lamivudina + Zidovudina;Lamivudina + Zidovudina Aurobindo;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Aurovitas;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Farmoz;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Generis;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Hetero Europe;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Hetero Europe, S.L.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Mylan;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Sandoz;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Teva;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Teva Pharma, B.V.;50,,,,,,,,
Lamivudina + Zidovudina;Lamivudina + Zidovudina Zentiva;Comprimido revestido por película;150 mg + 300 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido;100 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
